,Job_id,Salary,experi,machin,model,product,senior,python,analyt,statist,market,research,nlp,sql,deep,aw,vision,fintech,recommend,java,social,financ
0,40846243,,0.0,0.055163575575035394,0.0,0.0,0.0,0.01650872239654447,0.036589572179418384,0.0,0.2057372364105655,0.0,0.0,0.0,0.029097456407515633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40970625,,0.05158686469340381,0.0825205829459272,0.028517406536641664,0.028517406536641664,0.0,0.02469581388904485,0.0,0.09714797454808005,0.0,0.03530190681431486,0.0,0.0355326033911539,0.0,0.0,0.05199011040440099,0.0,0.0,0.0,0.0,0.0
2,40973478,60000.0,0.14247282684051055,0.06511591548246186,0.10126221063732511,0.0,0.0,0.02923071685684849,0.0,0.07665819937445498,0.04047588877882808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,41046261,143000.0,0.08502470574799953,0.03400230041518685,0.03525147506857598,0.0,0.214033499896252,0.03052745580104839,0.033830193538182785,0.08005892584339228,0.08454297660608545,0.0,0.0,0.04392323267389128,0.0,0.052875815040718005,0.0,0.0,0.0,0.0,0.0,0.0
4,40865054,57500.0,0.03506775056441602,0.028047946278347835,0.0,0.0,0.17655276359406447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,41131612,,0.055920791606592794,0.029817773378293083,0.0,0.030913217106212993,0.0,0.026770563984693192,0.029666847005880327,0.10530959134642674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,40964588,55000.0,0.0,0.026253613284151277,0.0,0.05443623418684558,0.0,0.023570641084971453,0.0,0.0309072629406303,0.03263835956104705,0.0,0.0,0.0,0.04154444450593656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,40875905,70000.0,0.05094896192851473,0.08150016605619527,0.0,0.0,0.0,0.07317130566693551,0.08108764281853281,0.0,0.0,0.0,0.0,0.0,0.0,0.1267381222315897,0.0,0.0,0.0,0.0,0.0,0.0
8,40992024,47500.0,0.14377233457791053,0.22998445304591433,0.04768672186124841,0.0,0.0,0.04129626607352506,0.0,0.054150184095521615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,40952324,45000.0,0.08977294496729771,0.19147292101074437,0.1985072427129952,0.0496268106782488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061834857918526484,0.0,0.0,0.09047468474615032,0.0,0.0,0.0,0.0,0.0
10,40869477,42500.0,0.0579489601676458,0.13904649960504087,0.0480515941014646,0.0,0.0,0.0,0.13834269843532115,0.054564511149424386,0.05762063556351119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09115844259201815,0.0
11,40858447,52500.0,0.07908754467804252,0.0,0.13115964753661027,0.0,0.0,0.056791529081632555,0.0,0.0,0.07863945403546195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,40980176,47500.0,0.06897897998638566,0.1471223517413423,0.15252732465488672,0.03813183116372168,0.0,0.033021817901209796,0.036594418410137906,0.04330022272075762,0.0,0.0,0.06951817689229933,0.0,0.0,0.0,0.208554530676898,0.0,0.0,0.0,0.0,0.0
13,40964569,72500.0,0.052278978507241086,0.02787590605913006,0.0,0.05780001914332181,0.035093965195071984,0.0,0.0,0.03281711926479665,0.03465518575293015,0.0,0.0,0.0,0.044111605507091936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,40945025,60000.0,0.0,0.07484486098554667,0.0,0.0,0.0,0.06719613549003847,0.07446602440311732,0.0,0.0,0.0,0.14146261866777077,0.0,0.0,0.11638868482123167,0.0,0.0,0.0,0.0,0.0,0.0
15,40913955,72500.0,0.1403438863128504,0.22450015871800397,0.04654956665463941,0.0,0.0,0.04031150003916318,0.0,0.052858898777939374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,40981200,65000.0,0.03808017787910294,0.12182940350976522,0.18945774821131492,0.0,0.0,0.0,0.12121274881554435,0.0,0.0757288498505464,0.0,0.0,0.0,0.09639311051249104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,40966704,33000.0,0.029146737712041834,0.0,0.0,0.0,0.0,0.1674385324917243,0.04638838883970973,0.1646667160470636,0.057963198880952034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,41131557,156000.0,0.020723400745063455,0.0663000986886246,0.0,0.0,0.0,0.0,0.0,0.07805228792625234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40955980,62500.0,0.08396839725730942,0.0,0.0,0.04641803558034613,0.112733037062912,0.04019759532881726,0.08909307337015214,0.0,0.0,0.0,0.0,0.057836733728001355,0.0,0.0,0.0,0.0,0.0,0.09063374980455544,0.0,0.0
20,40952414,45000.0,0.06897897998638566,0.1471223517413423,0.15252732465488672,0.03813183116372168,0.0,0.033021817901209796,0.036594418410137906,0.04330022272075762,0.0,0.0,0.06951817689229933,0.0,0.0,0.0,0.208554530676898,0.0,0.0,0.0,0.0,0.0
21,40841941,72500.0,0.1403438863128504,0.22450015871800397,0.04654956665463941,0.0,0.0,0.04031150003916318,0.0,0.052858898777939374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,40978867,72500.0,0.12902522261760233,0.10319716703478969,0.05349420945721871,0.0,0.0,0.09265099469684332,0.0,0.0,0.0,0.0,0.0,0.13330725049799788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,40852006,310.0,0.16496890954733567,0.0,0.039083748664327116,0.11725124599298135,0.0,0.03384616977214416,0.03750795616182683,0.13314348959492545,0.0,0.048382059270690676,0.0,0.04869823413095759,0.0,0.0,0.0,0.0,0.07313807558754981,0.0,0.07414558716563653,0.0
24,40902305,52500.0,0.025364934310553852,0.12172454236938886,0.0,0.0,0.0,0.0728566507110926,0.04036947281429524,0.09553408634002479,0.10088489124033236,0.0,0.0,0.052413467435334836,0.0642067619511049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,41017738,225.0,0.1029760126659328,0.04118122241555084,0.042694135912842046,0.0,0.0,0.03697273219086001,0.04097277853103106,0.09696180526757198,0.25598143954790303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798942539099026,0.0,0.0,0.0
26,41143731,65000.0,0.15341425676089904,0.0,0.1696159188804779,0.0,0.0,0.07344291915026474,0.0,0.0,0.0,0.0,0.0,0.05283523211220373,0.0647234258074032,0.06360428845345245,0.0,0.0,0.0,0.0,0.0,0.0
27,40827247,80000.0,0.1072182255524347,0.08575545856100592,0.17781187581693148,0.04445296895423287,0.0,0.0,0.12798209494578847,0.050478128051413086,0.053305376683639695,0.0,0.0,0.0,0.06785090590596063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,40853177,91000.0,0.03922802667502613,0.0,0.06505618771196527,0.0,0.0,0.056338065034109604,0.0312166145795419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,40769660,60000.0,0.14408610493943794,0.11524318685266786,0.07965132316646799,0.0,0.0,0.0,0.11465986911407305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10319993126980345
30,40890865,70000.0,0.09999932484663607,0.0,0.041459993018424075,0.08291998603684815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08796884536785032,0.0,0.0,0.0,0.0
31,40872139,575.0,0.09727863639828971,0.03890277995901445,0.08066397632384775,0.0,0.0,0.0,0.0,0.045798589180887785,0.04836373974446833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,40893020,,0.06869333169673988,0.08241362132303227,0.0,0.0,0.0,0.024663803640959055,0.0,0.03234068439204354,0.0341520660585655,0.0,0.0,0.035486546700947405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,40810605,,0.06005097363126871,0.04803006908807571,0.09958919027984704,0.02489729756996176,0.0,0.02156083255109189,0.023893479456704027,0.0,0.059710739534084824,0.0,0.0,0.031021958428382845,0.0,0.0,0.0,0.0,0.0,0.0,0.04723254064028181,0.0
34,40800326,60000.0,0.08942744739234208,0.0715260089369795,0.0,0.07415372754222577,0.0,0.06421645152790274,0.0,0.08420452992059696,0.0,0.0,0.13518972971348608,0.0923953230932159,0.11318473677706302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,40788222,85000.0,0.1250569296495799,0.10002324038730237,0.10369788872332672,0.0,0.25184559808778845,0.0598676170478005,0.03317232010089991,0.0,0.08289892515969934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,40869299,117500.0,0.05278155768264922,0.1407194426544019,0.058355674337609915,0.0,0.0,0.05053548158243706,0.028001434735029647,0.0662652072749787,0.0,0.0,0.0,0.03635549798677132,0.0,0.04376559898343684,0.0,0.0,0.054600976960049175,0.0,0.0,0.0
37,40810048,85000.0,0.10563228221417086,0.06758958938891792,0.07007269202805304,0.0,0.25527278207916837,0.06068231200497329,0.03362373813349584,0.0,0.08402703647618497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,40867728,92500.0,0.04006586495088174,0.2884099175697801,0.06644566785578887,0.033222833927894435,0.0,0.08631201324311036,0.03188334387372848,0.037725859592633526,0.0,0.0,0.0,0.04139555187016192,0.05070975981585756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40975031,60000.0,0.07561397792900298,0.1612738584946966,0.041799682172383446,0.12539904651715036,0.0,0.036198143411956034,0.04011438769513551,0.0,0.0,0.0,0.2286151184420092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40974436,169000.0,0.1310951553368743,0.0349509146823862,0.03623493947485297,0.03623493947485297,0.22000472034842802,0.03137912700448373,0.034774006276161604,0.164584904700514,0.043450800773386845,0.0,0.0,0.04514862638746957,0.0,0.0543509726602012,0.0,0.0,0.0,0.0,0.0,0.0
41,40851874,162500.0,0.12876746494764385,0.06866067124581757,0.07118312323164414,0.03559156161582207,0.21609837558820846,0.030821967648265836,0.0,0.12124693448324676,0.042679300018041,0.0,0.0,0.044346979496255205,0.0,0.05338593137868793,0.0,0.0,0.0,0.0,0.0,0.0
42,40847920,92500.0,0.04569847745821024,0.29240505481427426,0.037893426966147004,0.0,0.13804465397575358,0.09844608612340013,0.03636562627793417,0.04302950519848011,0.0,0.0,0.0,0.04721509684934771,0.05783873176573525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,40888473,82500.0,0.09710783928646469,0.07766895268945387,0.08052235042637908,0.04026117521318954,0.048890097359340315,0.03486581042149163,0.0,0.04571817823921165,0.09655765007168225,0.04983960423556098,0.07340018601113506,0.0,0.0,0.0,0.0,0.0,0.07534141367236581,0.0,0.0,0.1043284743973179
44,41041524,,0.15565704272248485,0.03557082098719645,0.07375523972718506,0.03687761986359253,0.17912546426822984,0.031935682357792525,0.07078154969605738,0.12562804655110688,0.04422146516352514,0.0,0.0,0.04594940423278356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,40865070,72500.0,0.05109305952158229,0.027243556935602625,0.0,0.0,0.24008514944840734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,40821541,115500.0,0.1440181369209116,0.11518882455963252,0.1592275003969569,0.039806875099239226,0.0,0.0,0.07640385465503485,0.045202302250155306,0.04773405515272095,0.0,0.0,0.0,0.06075932834879011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,41045727,105000.0,0.01579766371588878,0.05054125412609363,0.052398035956555206,0.0,0.0,0.0,0.07542814991355186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049026662556648934,0.0,0.0,0.0
48,40841041,70000.0,0.10855117349692246,0.0,0.0720089804962405,0.0720089804962405,0.0,0.03117956007658118,0.06910569676690279,0.0,0.08634891932435167,0.0,0.0,0.08972297467817245,0.0,0.05400530795637556,0.0,0.0,0.0,0.0,0.0,0.0
49,40483092,65000.0,0.08041506426201317,0.10290833560015175,0.08001673230476042,0.053344488203173605,0.0,0.04619584010836439,0.05119372612346042,0.090862206834685,0.03198378088754606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,40874711,67500.0,0.026920542241779803,0.21531632637641,0.1339359634807287,0.04464532116024289,0.10842773896218684,0.038662440813940706,0.0,0.20278620676548634,0.053536034096147954,0.0,0.0,0.05562793685391065,0.0,0.0669662117545488,0.0,0.09472740026266184,0.0,0.0,0.0,0.0
51,40859193,80000.0,0.04220060240821079,0.0,0.13997187952226992,0.0,0.16997116406010396,0.06060718533328564,0.0,0.0,0.08392300827795622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,40902347,75000.0,0.025665906071905848,0.12316888476224248,0.0,0.0,0.051687223437008815,0.07372114317230906,0.04084848337229675,0.09666766160905071,0.10208195735683216,0.0,0.0,0.05303538797411638,0.06496861774771509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,41133001,72500.0,0.09126310443374043,0.03649710359452346,0.037837932190697886,0.3027034575255831,0.0,0.09830191221566295,0.072624737921224,0.04296648865656613,0.13611904508099962,0.0,0.0,0.14143785157453959,0.0,0.0,0.0,0.0802836412549215,0.07080675828738321,0.0,0.07178215486718426,0.0
54,40821948,110000.0,0.12416289037442195,0.19861633682999666,0.04118261859040188,0.0,0.05000902784719831,0.03566377197959089,0.0,0.04676451412815843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,40875750,85000.0,0.08902923190016941,0.14241501512631208,0.0738235250823466,0.0,0.2689369579681253,0.06393049921016997,0.0,0.0,0.0,0.0,0.13458773730148801,0.0,0.0,0.0,0.0,0.15663703222508205,0.0,0.0,0.0,0.0
56,41133018,50000.0,0.07331040634804908,0.0,0.06078938912896456,0.0,0.0,0.052643056388339715,0.05833846088142861,0.06902878797090699,0.2915801902207256,0.0,0.0,0.07574339733645329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,40978257,42500.0,0.09712083347842759,0.07767934572556938,0.0,0.08053312528128712,0.0,0.03487047588451591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,40869542,34500.0,0.0451162315279771,0.024056625965667162,0.0997616678998586,0.0,0.0,0.04319634712486978,0.07180458107452328,0.02832084315929642,0.059814152025089405,0.0,0.0,0.031075685078261108,0.0,0.0,0.04546889740461331,0.0,0.0,0.0,0.0,0.0
59,40944423,90000.0,0.0315631226417734,0.1009794758984829,0.05234462718121476,0.0,0.0,0.04532996958533913,0.0,0.059439422288693665,0.0,0.06479779809594527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,41017091,45000.0,0.09739183901364068,0.12463376291382422,0.2261219647412449,0.032303137820177845,0.0,0.02797422264238004,0.0,0.03668150779823479,0.0,0.07997658270029925,0.2355675225265286,0.0,0.04930597924653263,0.048453426056407706,0.0,0.0,0.0,0.0,0.0,0.0
61,40790998,70000.0,0.051187388204873153,0.027293854351297796,0.0,0.056593148960026395,0.20616719814136894,0.0,0.0,0.032131894530802625,0.033931582006743365,0.0,0.0,0.0,0.04319055077021042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,40847374,60000.0,0.055530125741071336,0.05921892939799426,0.030697255594047495,0.0920917667821425,0.07455280710066692,0.026583543285430687,0.02945959270690008,0.034857964162048095,0.0,0.0,0.05596419525022459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
